200	99	101	
201	98	103	
202	99	103	
203	96	107	
204	97	107	
205	98	107	
206	99	107	
207	98	109	
208	99	109	
209	96	113	
210	97	113	
211	98	113	
212	99	113	
213	86	127	
214	87	127	
215	88	127	
216	89	127	
217	90	127	
218	91	127	
219	92	127	
220	93	127	
221	94	127	
222	95	127	
223	96	127	
224	97	127	
225	98	127	
226	99	127	
227	96	131	
228	97	131	
229	98	131	
230	99	131	
231	94	137	
232	95	137	
233	96	137	
234	97	137	
235	98	137	
236	99	137	
237	98	139	
238	99	139	
239	90	149	
240	91	149	
241	92	149	
242	93	149	
243	94	149	
244	95	149	
245	96	149	
246	97	149	
247	98	149	
248	99	149	
249	98	151	
250	99	151	
251	94	157	
252	95	157	
253	96	157	
254	97	157	
255	98	157	
256	99	157	
257	94	163	
258	95	163	
259	96	163	
260	97	163	
261	98	163	
262	99	163	
263	96	167	
264	97	167	
265	98	167	
266	99	167	
267	94	173	
268	95	173	
269	96	173	
270	97	173	
271	98	173	
272	99	173	
273	94	179	
274	95	179	
275	96	179	
276	97	179	
277	98	179	
278	99	179	
279	98	181	
280	99	181	
281	90	191	
282	91	191	
283	92	191	
284	93	191	
285	94	191	
286	95	191	
287	96	191	
288	97	191	
289	98	191	
290	99	191	
291	98	193	
292	99	193	
293	96	197	
294	97	197	
295	98	197	
296	99	197	
297	98	199	
298	99	199	
299	88	211	
300	89	211	
301	90	211	
302	91	211	
303	92	211	
304	93	211	
305	94	211	
306	95	211	
307	96	211	
308	97	211	
309	98	211	
310	99	211	
311	88	223	
312	89	223	
313	90	223	
314	91	223	
315	92	223	
316	93	223	
317	94	223	
318	95	223	
319	96	223	
320	97	223	
321	98	223	
322	99	223	
323	96	227	
324	97	227	
325	98	227	
326	99	227	
327	98	229	
328	99	229	
329	96	233	
330	97	233	
331	98	233	
332	99	233	
333	94	239	
334	95	239	
335	96	239	
336	97	239	
337	98	239	
338	99	239	
339	98	241	
340	99	241	
341	90	251	
342	91	251	
343	92	251	
344	93	251	
345	94	251	
346	95	251	
347	96	251	
348	97	251	
349	98	251	
350	99	251	
351	94	257	
352	95	257	
353	96	257	
354	97	257	
355	98	257	
356	99	257	
357	94	263	
358	95	263	
359	96	263	
360	97	263	
361	98	263	
362	99	263	
363	94	269	
364	95	269	
365	96	269	
366	97	269	
367	98	269	
368	99	269	
369	98	271	
370	99	271	
371	94	277	
372	95	277	
373	96	277	
374	97	277	
375	98	277	
376	99	277	
377	96	281	
378	97	281	
379	98	281	
380	99	281	
381	98	283	
382	99	283	
383	90	293	
384	91	293	
385	92	293	
386	93	293	
387	94	293	
388	95	293	
389	96	293	
390	97	293	
391	98	293	
392	99	293	
393	86	307	
394	87	307	
395	88	307	
396	89	307	
397	90	307	
398	91	307	
399	92	307	
400	93	307	
401	94	307	
402	95	307	
403	96	307	
404	97	307	
405	98	307	
406	99	307	
407	96	311	
408	97	311	
409	98	311	
410	99	311	
411	98	313	
412	99	313	
413	96	317	
414	97	317	
415	98	317	
416	99	317	
417	86	331	
418	87	331	
419	88	331	
420	89	331	
421	90	331	
422	91	331	
423	92	331	
424	93	331	
425	94	331	
426	95	331	
427	96	331	
428	97	331	
429	98	331	
430	99	331	
431	94	337	
432	95	337	
433	96	337	
434	97	337	
435	98	337	
436	99	337	
437	90	347	
438	91	347	
439	92	347	
440	93	347	
441	94	347	
442	95	347	
443	96	347	
444	97	347	
445	98	347	
446	99	347	
447	98	349	
448	99	349	
449	96	353	
450	97	353	
451	98	353	
452	99	353	
453	94	359	
454	95	359	
455	96	359	
456	97	359	
457	98	359	
458	99	359	
459	92	367	
460	93	367	
461	94	367	
462	95	367	
463	96	367	
464	97	367	
465	98	367	
466	99	367	
467	94	373	
468	95	373	
469	96	373	
470	97	373	
471	98	373	
472	99	373	
473	94	379	
474	95	379	
475	96	379	
476	97	379	
477	98	379	
478	99	379	
479	96	383	
480	97	383	
481	98	383	
482	99	383	
483	94	389	
484	95	389	
485	96	389	
486	97	389	
487	98	389	
488	99	389	
489	92	397	
490	93	397	
491	94	397	
492	95	397	
493	96	397	
494	97	397	
495	98	397	
496	99	397	
497	96	401	
498	97	401	
499	98	401	
500	99	401	
501	92	409	
